run,case,regime,specificity,query_id,phrase,ground_truth,gt_rank,top1_name,top1_score,matched_ids,rationale
3.7-flash/low r2,multi_match,lat,3-2,S-LAT-SLAV32-142,VOLFOVICH Aleksandr,Aleksandr Grigorievich VOLFOVICH,1,Aleksandr Grigorievich VOLFOVICH,0.9799,"34976,39784","Candidates 34976 (Aleksandr Grigorievich VOLFOVICH) and 39784 (Alexander VOLFOVICH) match the search phrase 'VOLFOVICH Aleksandr', accounting for standard transliteration variants and patronymic inclusion."
3.7-flash/low r2,rank1_override,french,3-2,S-RUS-TRANSL-32-FRENCH-029,Ierchov Aleksandr,Aleksandr Sergeyevich ERSHOV,3,Aleksandr ERMAKOV,0.9407,50404,"The search phrase 'Ierchov Aleksandr' matches candidate Aleksandr Sergeyevich ERSHOV (ID 50404), accounting for name order and standard transliteration variations of the Russian surname Ершов (Ierchov / Ershov)."
3.7-flash/low r2,multi_match,french,3-2,S-RUS-TRANSL-32-FRENCH-038,Gousev Denis,Denis Vladimirovich GUSEV,2,Denis Igorevich GUSEV,0.9808,"26671,36786","The search phrase 'Gousev Denis' matches candidates Denis Igorevich GUSEV (26671) and Denis Vladimirovich GUSEV (36786), where 'Gousev' is a standard transliteration variant of the surname 'Gusev'."
3.7-flash/low r2,rank1_override,french,3-2,S-RUS-TRANSL-32-FRENCH-039,Golovanov Viktor,Viktar Hryhoryavich HALAVANAU,19,Viktor Alekseevich KOMANOV,0.9325,9761,"Entity 9761 (Viktar Hryhoryavich HALAVANAU) corresponds to the Russian name Viktor Golovanov (Viktar/Viktor Halavanau/Golovanov), matching the search phrase via standard Belarusian/Russian transliteration and name-order variants."
3.7-flash/low r2,rank1_override,french,3-2,S-RUS-TRANSL-32-FRENCH-054,Koliouchin Ievgueni,Yevgeny Ivanovich KOLYUSHIN,2,Evgueni KOSTIOUK,0.9356,40119,"The search phrase 'Koliouchin Ievgueni' is a French/phonetic transliteration of 'Yevgeny Kolyushin', matching candidate 40119 (Yevgeny Ivanovich KOLYUSHIN)."
3.7-flash/low r2,rank1_override,french,3-2,S-RUS-TRANSL-32-FRENCH-108,Chevtchenko Iouri,Yuriy Valeryevich SHEVCHENKO,2,Yuriy Valeryevich CHECHIKHIN,0.9129,37733,"The search phrase 'Chevtchenko Iouri' is a standard French transliteration of the Russian name Юрий Шевченко (Yuriy Shevchenko), directly matching candidate 37733 (Yuriy Valeryevich SHEVCHENKO)."
3.7-flash/low r2,rank1_override,french,3-2,S-RUS-TRANSL-32-FRENCH-109,Chipoulin Anton,Anton Vladimirovich SHIPULIN,3,Anton THULIN,0.911,35484,The search phrase 'Chipoulin Anton' matches candidate 35484 ('Anton Vladimirovich SHIPULIN') taking into account standard French transliteration ('Chipoulin' vs 'Shipulin') and name-order inversion.
3.7-flash/low r2,rank1_override,french,3-2,S-RUS-TRANSL-32-FRENCH-112,Choigou Serguei,Sergei Kuzhugetovich SHOIGU,28,Sergei Anatolyevich KOGOGIN,0.9152,35173,"The search phrase 'Choigou Serguei' matches Sergei Kuzhugetovich SHOIGU (ID 35173), representing a standard French transliteration and name-order variant of the candidate's last and first name."
3.7-flash/low r2,multi_match,french,3-2,S-RUS-TRANSL-32-FRENCH-142,Volfovitch Aleksandr,Aleksandr Grigorievich VOLFOVICH,2,Alexander VOLFOVICH,0.9634,"39784,34976","The search phrase 'Volfovitch Aleksandr' matches candidate 39784 (Alexander VOLFOVICH) and candidate 34976 (Aleksandr Grigorievich VOLFOVICH), accounting for standard transliteration variations (Volfovitch/VOLFOVICH, Aleksandr/Alexander) and Western name ordering."
3.7-flash/low r2,multi_match,icao,3-2,S-RUS-TRANSL-32-ICAO-038,Gusev Denis,Denis Vladimirovich GUSEV,2,Denis Igorevich GUSEV,0.9879,"26671,36786",The search phrase 'Gusev Denis' matches retrieved candidates Denis Igorevich GUSEV (ID: 26671) and Denis Vladimirovich GUSEV (ID: 36786) by first and last name.
3.7-flash/low r2,rank1_override,icao,3-2,S-RUS-TRANSL-32-ICAO-039,Golovanov Viktor,Viktar Hryhoryavich HALAVANAU,19,Viktor Alekseevich KOMANOV,0.9325,9761,"Candidate 9761 (Viktar Hryhoryavich HALAVANAU) matches the search phrase 'Golovanov Viktor', representing the standard Belarusian transliteration variant of the Russian name Viktor Golovanov."
3.7-flash/low r2,rank1_override,icao,3-2,S-RUS-TRANSL-32-ICAO-115,Sikorskii Artem,Artsiom Igaravich SIKORSKI,9,Artem SAMOYLOV,0.9386,32751,Candidate 32751 (Artsiom Igaravich SIKORSKI) matches the search phrase 'Sikorskii Artem' based on standard transliteration and name-order variations (Artem/Artsiom and Sikorskii/Sikorski).
3.7-flash/low r2,multi_match,icao,3-2,S-RUS-TRANSL-32-ICAO-142,Volfovich Aleksandr,Aleksandr Grigorievich VOLFOVICH,2,Alexander VOLFOVICH,0.966,"39784,34976",The search phrase 'Volfovich Aleksandr' matches candidate 39784 ('Alexander VOLFOVICH') and candidate 34976 ('Aleksandr Grigorievich VOLFOVICH') based on matching first and last names across standard transliterations and name-order variants.
3.7-flash/low r2,rank1_override,french,3-3,S-RUS-TRANSL-33-FRENCH-039,Golovanov Viktor Grigorievitch,Viktar Hryhoryavich HALAVANAU,25,Viktor Alekseevich KOMANOV,0.9257,9761,"The search phrase 'Golovanov Viktor Grigorievitch' matches candidate 9761 'Viktar Hryhoryavich HALAVANAU', representing the standard Russian vs. Belarusian transliteration and name-order variants of the same name."
3.7-flash/low r2,rank1_override,french,3-3,S-RUS-TRANSL-33-FRENCH-108,Chevtchenko Iouri Valerievitch,Yuriy Valeryevich SHEVCHENKO,2,Yuriy Valeryevich CHECHIKHIN,0.9161,37733,"The search phrase 'Chevtchenko Iouri Valerievitch' represents the French transliteration of 'Yuriy Valeryevich SHEVCHENKO' (candidate ID 37733), matching the last name, first name, and patronymic."
3.7-flash/low r2,rank1_override,french,3-3,S-RUS-TRANSL-33-FRENCH-109,Chipoulin Anton Vladimirovitch,Anton Vladimirovich SHIPULIN,2,Anton Andreyevich CHEREPENNIKOV,0.9237,35484,"The search phrase 'Chipoulin Anton Vladimirovitch' is a standard French/alternative transliteration of 'Anton Vladimirovich SHIPULIN' (ID 35484), matching first name, patronymic, and surname."
3.7-flash/low r2,rank1_override,french,3-3,S-RUS-TRANSL-33-FRENCH-112,Choigou Serguei Koujouguetovitch,Sergei Kuzhugetovich SHOIGU,7,Sergei Anatolyevich KOGOGIN,0.9193,35173,"The search phrase 'Choigou Serguei Koujouguetovitch' is a standard French transliteration variant of 'Sergei Kuzhugetovich SHOIGU' (ID: 35173), matching the individual's first name, patronymic, and surname."
3.7-flash/low r2,rank1_override,icao,3-3,S-RUS-TRANSL-33-ICAO-039,Golovanov Viktor Grigorevich,Viktar Hryhoryavich HALAVANAU,22,Viktor Alekseevich KOMANOV,0.9288,9761,"Candidate 9761 (Viktar Hryhoryavich HALAVANAU) matches the search phrase 'Golovanov Viktor Grigorevich' as standard Belarusian-to-Russian transliteration variants of the given name, patronymic, and surname."
3.7-flash/low r2,rank1_override,rus_ukr,3-2,S-RUS-UKR-TRANSL-OFFICIAL-32-008,Biehlov Oleksandr,Aleksandr Dmitrievich BEGLOV,3,Oleksandr MELNYCHUK,0.9156,35226,"The search phrase 'Biehlov Oleksandr' is a direct Ukrainian transliteration/variant and name-order inversion of candidate 35226, Aleksandr Dmitrievich BEGLOV."
3.7-flash/low r2,rank1_override,rus_ukr,3-2,S-RUS-UKR-TRANSL-OFFICIAL-32-036,Horytskyi Dmytro,Dmitry Yuryevich GORITSKY,2,Dmytro ABAKUMOV,0.9272,36792,The search phrase 'Horytskyi Dmytro' matches candidate 36792 ('Dmitry Yuryevich GORITSKY') via standard Ukrainian/Russian transliteration and name-order variations.
3.7-flash/low r2,rank1_override,rus_ukr,3-2,S-RUS-UKR-TRANSL-OFFICIAL-32-037,Hurulov Andrii,Andrey Viktorovich GURULEV,4,Andrii TELIZHENKO,0.9191,35603,"Candidate 35603 (Andrey Viktorovich GURULEV) matches the search phrase 'Hurulov Andrii', representing the Ukrainian transliteration and inverted name-order variant of Andrey Gurulev."
3.7-flash/low r2,multi_match,rus_ukr,3-2,S-RUS-UKR-TRANSL-OFFICIAL-32-038,Husiev Denys,Denis Vladimirovich GUSEV,4,Denis MAIDANOV,0.9079,"26671,36786",The search phrase 'Husiev Denys' is a Ukrainian transliteration variant of the name Denis Gusev (with reversed name order). Candidates 26671 (Denis Igorevich GUSEV) and 36786 (Denis Vladimirovich GUSEV) both match on the given name and surname.
3.7-flash/low r2,rank1_override,rus_ukr,3-2,S-RUS-UKR-TRANSL-OFFICIAL-32-109,Siechin Ihor,Igor Ivanovich SECHIN,3,Ihor Ihorovych SEMENCHEV,0.9389,16692,"The search phrase 'Siechin Ihor' matches candidate 16692 (Igor Ivanovich SECHIN) using Ukrainian transliteration ('Siechin' for Sechin, 'Ihor' for Igor) and reversed name order."
3.7-flash/low r2,retrieval_miss,rus_ukr,3-2,S-RUS-UKR-TRANSL-OFFICIAL-32-116,Shoihu Serhii,Sergei Kuzhugetovich SHOIGU,,Serhiy MELNYCHUK,0.9214,,None of the retrieved candidates match the surname 'Shoihu' (or Shoigu); only the first name 'Serhii' appears among several unrelated individuals.
3.7-flash/low r2,rank1_override,rus_ukr,3-2,S-RUS-UKR-TRANSL-OFFICIAL-32-119,Sikorskyi Artem,Artsiom Igaravich SIKORSKI,6,Artem SAMOYLOV,0.9384,32751,"Candidate 32751 (Artsiom Igaravich SIKORSKI) matches the search phrase 'Sikorskyi Artem', accounting for standard transliteration/linguistic variants of the first and last name (Artsiom / Artem, Sikorski / Sikorskyi)."
3.7-flash/low r2,rank1_override,rus_ukr,3-2,S-RUS-UKR-TRANSL-OFFICIAL-32-125,Sokil Serhii,Sergey Mikhaylovich SOKOL,2,Serhii Anatoliyovych ZDRILIUK,0.9273,35517,"The search phrase 'Sokil Serhii' is the Ukrainian transliteration/name variant for candidate 35517 ('Sergey Mikhaylovich SOKOL'), where 'Serhii' corresponds to 'Sergey' and 'Sokil' is the Ukrainian form of the surname 'Sokol'."
3.7-flash/low r2,multi_match,rus_ukr,3-2,S-RUS-UKR-TRANSL-OFFICIAL-32-147,Volfovych Oleksandr,Aleksandr Grigorievich VOLFOVICH,2,Alexander VOLFOVICH,0.9338,"39784,34976","The search phrase 'Volfovych Oleksandr' matches 'Alexander VOLFOVICH' (ID: 39784) and 'Aleksandr Grigorievich VOLFOVICH' (ID: 34976) across standard name order, transliteration, and linguistic variants (Ukrainian Oleksandr / Russian Aleksandr / Alexander, and Volfovych / Volfovich)."
3.7-flash/low r2,rank1_override,rus_ukr,3-3,S-RUS-UKR-TRANSL-OFFICIAL-33-038,Husiev Denys Volodymyrovych,Denis Vladimirovich GUSEV,2,Denis Olegovich DEGTYARENKO,0.9019,36786,"The search phrase 'Husiev Denys Volodymyrovych' is the Ukrainian transliteration corresponding directly to candidate 'Denis Vladimirovich GUSEV' (ID: 36786), matching the given name (Denys/Denis), patronymic (Volodymyrovych/Vladimirovich), and surname (Husiev/Gusev)."
3.7-flash/low r2,rank1_override,rus_ukr,3-3,S-RUS-UKR-TRANSL-OFFICIAL-33-109,Siechin Ihor Ivanovych,Igor Ivanovich SECHIN,2,Ihor Ihorovych SEMENCHEV,0.9432,16692,"The search phrase 'Siechin Ihor Ivanovych' matches candidate 16692 ('Igor Ivanovich SECHIN') representing a Ukrainian transliteration variant and standard name order inversion of the first name, patronymic, and last name."
3.7-flash/low r2,rank1_override,rus_ukr,3-3,S-RUS-UKR-TRANSL-OFFICIAL-33-116,Shoihu Serhii Kuzhuhetovych,Sergei Kuzhugetovich SHOIGU,13,Serhiy MELNYCHUK,0.9209,35173,The search phrase 'Shoihu Serhii Kuzhuhetovych' is the Ukrainian transliteration variant of Sergei Kuzhugetovich SHOIGU (ID: 35173).
3.7-flash/low r2,rank1_override,rus_ukr,3-3,S-RUS-UKR-TRANSL-OFFICIAL-33-119,Sikorskyi Artem Ihorovych,Artsiom Igaravich SIKORSKI,2,Artem Aleksandrovich VERHOV,0.9423,32751,"The search phrase 'Sikorskyi Artem Ihorovych' corresponds to candidate 'Artsiom Igaravich SIKORSKI' (ID 32751), reflecting standard Ukrainian to Belarusian transliteration and name-order variations."
3.7-flash/low r3,multi_match,lat,3-2,S-LAT-SLAV32-038,GUSEV Denis,Denis Vladimirovich GUSEV,2,Denis Igorevich GUSEV,0.9882,"26671,36786","The search phrase 'GUSEV Denis' matches the candidates 'Denis Igorevich GUSEV' (ID: 26671) and 'Denis Vladimirovich GUSEV' (ID: 36786), sharing the same first and last name."
3.7-flash/low r3,multi_match,lat,3-2,S-LAT-SLAV32-142,VOLFOVICH Aleksandr,Aleksandr Grigorievich VOLFOVICH,1,Aleksandr Grigorievich VOLFOVICH,0.9799,"34976,39784",Candidates 34976 (Aleksandr Grigorievich VOLFOVICH) and 39784 (Alexander VOLFOVICH) match the search phrase 'VOLFOVICH Aleksandr' under standard name-order and transliteration variations.
3.7-flash/low r3,rank1_override,french,3-2,S-RUS-TRANSL-32-FRENCH-029,Ierchov Aleksandr,Aleksandr Sergeyevich ERSHOV,3,Aleksandr ERMAKOV,0.9407,50404,"The search phrase 'Ierchov Aleksandr' matches candidate 50404 ('Aleksandr Sergeyevich ERSHOV'), where 'Ierchov' is a standard alternative/French-style transliteration of the Russian surname Ershov (Ершов), with inverted name order."
3.7-flash/low r3,multi_match,french,3-2,S-RUS-TRANSL-32-FRENCH-038,Gousev Denis,Denis Vladimirovich GUSEV,2,Denis Igorevich GUSEV,0.9808,"26671,36786","The search phrase 'Gousev Denis' matches candidates Denis Igorevich GUSEV (26671) and Denis Vladimirovich GUSEV (36786), where 'Gousev' is a standard transliteration variant of the surname 'Gusev'."
3.7-flash/low r3,rank1_override,french,3-2,S-RUS-TRANSL-32-FRENCH-039,Golovanov Viktor,Viktar Hryhoryavich HALAVANAU,19,Viktor Alekseevich KOMANOV,0.9325,9761,"Candidate 9761 (Viktar Hryhoryavich HALAVANAU) matches the search phrase 'Golovanov Viktor', where 'Viktar Halavanau' is the standard Belarusian transliteration variant of the Russian name 'Viktor Golovanov'."
3.7-flash/low r3,rank1_override,french,3-2,S-RUS-TRANSL-32-FRENCH-054,Koliouchin Ievgueni,Yevgeny Ivanovich KOLYUSHIN,2,Evgueni KOSTIOUK,0.9356,40119,"The search phrase 'Koliouchin Ievgueni' is a standard French transliteration variant of Yevgeny Kolyushin (entity ID 40119, full name 'Yevgeny Ivanovich KOLYUSHIN')."
3.7-flash/low r3,rank1_override,french,3-2,S-RUS-TRANSL-32-FRENCH-108,Chevtchenko Iouri,Yuriy Valeryevich SHEVCHENKO,2,Yuriy Valeryevich CHECHIKHIN,0.9129,37733,"The search phrase 'Chevtchenko Iouri' is a French transliteration variant of the name Yuriy Shevchenko, matching candidate 37733 (Yuriy Valeryevich SHEVCHENKO)."
3.7-flash/low r3,rank1_override,french,3-2,S-RUS-TRANSL-32-FRENCH-109,Chipoulin Anton,Anton Vladimirovich SHIPULIN,3,Anton THULIN,0.911,35484,"Candidate 35484, Anton Vladimirovich SHIPULIN, matches the search phrase 'Chipoulin Anton', where 'Chipoulin' is an alternative transliteration (French transcription) of the Russian surname Shipulin."
3.7-flash/low r3,rank1_override,french,3-2,S-RUS-TRANSL-32-FRENCH-112,Choigou Serguei,Sergei Kuzhugetovich SHOIGU,28,Sergei Anatolyevich KOGOGIN,0.9152,35173,"The search phrase 'Choigou Serguei' is a French transliteration variant of Sergei Shoigu, matching candidate 35173 (Sergei Kuzhugetovich SHOIGU)."
3.7-flash/low r3,multi_match,french,3-2,S-RUS-TRANSL-32-FRENCH-142,Volfovitch Aleksandr,Aleksandr Grigorievich VOLFOVICH,2,Alexander VOLFOVICH,0.9634,"39784,34976","Candidates 39784 ('Alexander VOLFOVICH') and 34976 ('Aleksandr Grigorievich VOLFOVICH') match the search phrase 'Volfovitch Aleksandr', accounting for standard transliteration differences (Volfovitch/Volfovich, Aleksandr/Alexander) and name ordering/patronymic inclusion."
3.7-flash/low r3,multi_match,icao,3-2,S-RUS-TRANSL-32-ICAO-038,Gusev Denis,Denis Vladimirovich GUSEV,2,Denis Igorevich GUSEV,0.9879,"26671,36786",The search phrase 'Gusev Denis' matches candidates with the first name Denis and last name Gusev: Denis Igorevich GUSEV (ID: 26671) and Denis Vladimirovich GUSEV (ID: 36786).
3.7-flash/low r3,rank1_override,icao,3-2,S-RUS-TRANSL-32-ICAO-039,Golovanov Viktor,Viktar Hryhoryavich HALAVANAU,19,Viktor Alekseevich KOMANOV,0.9325,9761,Candidate 9761 (Viktar Hryhoryavich HALAVANAU) matches the search phrase 'Golovanov Viktor' as Belarusian and Russian transliteration/spelling variations of the same name (Viktar Halavanau / Viktor Golovanov).
3.7-flash/low r3,rank1_override,icao,3-2,S-RUS-TRANSL-32-ICAO-115,Sikorskii Artem,Artsiom Igaravich SIKORSKI,9,Artem SAMOYLOV,0.9386,32751,Candidate 32751 (Artsiom Igaravich SIKORSKI) matches the search phrase 'Sikorskii Artem' considering standard transliteration and name variations (Artsiom/Artem and Sikorski/Sikorskii).
3.7-flash/low r3,multi_match,icao,3-2,S-RUS-TRANSL-32-ICAO-142,Volfovich Aleksandr,Aleksandr Grigorievich VOLFOVICH,2,Alexander VOLFOVICH,0.966,"39784,34976","Candidates 39784 (Alexander VOLFOVICH) and 34976 (Aleksandr Grigorievich VOLFOVICH) match the search phrase 'Volfovich Aleksandr', accounting for standard name order variations, patronymics, and transliteration differences between Aleksandr and Alexander."
3.7-flash/low r3,rank1_override,french,3-3,S-RUS-TRANSL-33-FRENCH-039,Golovanov Viktor Grigorievitch,Viktar Hryhoryavich HALAVANAU,25,Viktor Alekseevich KOMANOV,0.9257,9761,Entity 9761 ('Viktar Hryhoryavich HALAVANAU') matches 'Golovanov Viktor Grigorievitch' as standard Belarusian-to-Russian transliteration and name variations.
3.7-flash/low r3,rank1_override,french,3-3,S-RUS-TRANSL-33-FRENCH-108,Chevtchenko Iouri Valerievitch,Yuriy Valeryevich SHEVCHENKO,2,Yuriy Valeryevich CHECHIKHIN,0.9161,37733,"""Chevtchenko Iouri Valerievitch"" corresponds via standard French/alternative transliteration to ""Yuriy Valeryevich SHEVCHENKO"" (ID: 37733)."
3.7-flash/low r3,rank1_override,french,3-3,S-RUS-TRANSL-33-FRENCH-109,Chipoulin Anton Vladimirovitch,Anton Vladimirovich SHIPULIN,2,Anton Andreyevich CHEREPENNIKOV,0.9237,35484,"Candidate 35484 (Anton Vladimirovich SHIPULIN) matches the search phrase 'Chipoulin Anton Vladimirovitch', representing standard French transliteration variants of the Russian given name, patronymic, and surname."
3.7-flash/low r3,rank1_override,french,3-3,S-RUS-TRANSL-33-FRENCH-112,Choigou Serguei Koujouguetovitch,Sergei Kuzhugetovich SHOIGU,7,Sergei Anatolyevich KOGOGIN,0.9193,35173,The search phrase 'Choigou Serguei Koujouguetovitch' is a standard French transliteration and name-order variant matching candidate Sergei Kuzhugetovich SHOIGU (ID: 35173).
3.7-flash/low r3,rank1_override,icao,3-3,S-RUS-TRANSL-33-ICAO-039,Golovanov Viktor Grigorevich,Viktar Hryhoryavich HALAVANAU,22,Viktor Alekseevich KOMANOV,0.9288,9761,Candidate 9761 ('Viktar Hryhoryavich HALAVANAU') matches the search phrase 'Golovanov Viktor Grigorevich' as a Belarusian/Russian transliteration and name-order variant.
3.7-flash/low r3,rank1_override,rus_ukr,3-2,S-RUS-UKR-TRANSL-OFFICIAL-32-008,Biehlov Oleksandr,Aleksandr Dmitrievich BEGLOV,3,Oleksandr MELNYCHUK,0.9156,35226,The search phrase 'Biehlov Oleksandr' corresponds to Ukrainian transliteration and name-order variations of Aleksandr Dmitrievich Beglov (candidate 35226).
3.7-flash/low r3,rank1_override,rus_ukr,3-2,S-RUS-UKR-TRANSL-OFFICIAL-32-036,Horytskyi Dmytro,Dmitry Yuryevich GORITSKY,2,Dmytro ABAKUMOV,0.9272,36792,"The search phrase 'Horytskyi Dmytro' matches candidate 36792 (Dmitry Yuryevich GORITSKY), reflecting standard Ukrainian-to-Russian transliteration and name ordering variants."
3.7-flash/low r3,rank1_override,rus_ukr,3-2,S-RUS-UKR-TRANSL-OFFICIAL-32-037,Hurulov Andrii,Andrey Viktorovich GURULEV,4,Andrii TELIZHENKO,0.9191,35603,The search phrase 'Hurulov Andrii' corresponds to Andrey Viktorovich GURULEV (entity ID 35603) via standard Ukrainian/Russian transliteration and name-order variations (Hurulov/Gurulev and Andrii/Andrey).
3.7-flash/low r3,multi_match,rus_ukr,3-2,S-RUS-UKR-TRANSL-OFFICIAL-32-038,Husiev Denys,Denis Vladimirovich GUSEV,4,Denis MAIDANOV,0.9079,"26671,36786",The search phrase 'Husiev Denys' corresponds to transliteration and name-order variants of Denis Gusev. Candidates 26671 (Denis Igorevich GUSEV) and 36786 (Denis Vladimirovich GUSEV) match the given first and last name.
3.7-flash/low r3,rank1_override,rus_ukr,3-2,S-RUS-UKR-TRANSL-OFFICIAL-32-109,Siechin Ihor,Igor Ivanovich SECHIN,3,Ihor Ihorovych SEMENCHEV,0.9389,16692,The search phrase 'Siechin Ihor' matches candidate 16692 (Igor Ivanovich SECHIN) using standard Ukrainian transliteration/name-order variations where 'Ihor' corresponds to 'Igor' and 'Siechin' corresponds to 'Sechin'.
3.7-flash/low r3,retrieval_miss,rus_ukr,3-2,S-RUS-UKR-TRANSL-OFFICIAL-32-116,Shoihu Serhii,Sergei Kuzhugetovich SHOIGU,,Serhiy MELNYCHUK,0.9214,,None of the retrieved candidates match the surname 'Shoihu' (Shoigu) combined with the given name 'Serhii' (Sergei).
3.7-flash/low r3,rank1_override,rus_ukr,3-2,S-RUS-UKR-TRANSL-OFFICIAL-32-119,Sikorskyi Artem,Artsiom Igaravich SIKORSKI,6,Artem SAMOYLOV,0.9384,32751,Candidate 32751 (Artsiom Igaravich SIKORSKI) matches 'Sikorskyi Artem' accounting for transliteration and naming conventions (Artsiom/Artem and Sikorski/Sikorskyi).
3.7-flash/low r3,rank1_override,rus_ukr,3-2,S-RUS-UKR-TRANSL-OFFICIAL-32-125,Sokil Serhii,Sergey Mikhaylovich SOKOL,2,Serhii Anatoliyovych ZDRILIUK,0.9273,35517,"The search phrase 'Sokil Serhii' matches candidate 35517 (Sergey Mikhaylovich SOKOL), accounting for standard Ukrainian-to-Russian transliteration and name-order variants (Serhii/Sergey and Sokil/Sokol)."
3.7-flash/low r3,multi_match,rus_ukr,3-2,S-RUS-UKR-TRANSL-OFFICIAL-32-147,Volfovych Oleksandr,Aleksandr Grigorievich VOLFOVICH,2,Alexander VOLFOVICH,0.9338,"39784,34976",The search phrase 'Volfovych Oleksandr' is an inverted transliteration variant matching candidates Alexander VOLFOVICH (ID: 39784) and Aleksandr Grigorievich VOLFOVICH (ID: 34976).
3.7-flash/low r3,rank1_override,rus_ukr,3-3,S-RUS-UKR-TRANSL-OFFICIAL-33-038,Husiev Denys Volodymyrovych,Denis Vladimirovich GUSEV,2,Denis Olegovich DEGTYARENKO,0.9019,36786,"The search phrase 'Husiev Denys Volodymyrovych' matches candidate 36786 ('Denis Vladimirovich GUSEV') via standard Ukrainian/Russian transliteration and name variations (Husiev/Gusev, Denys/Denis, and Volodymyrovych/Vladimirovich)."
3.7-flash/low r3,rank1_override,rus_ukr,3-3,S-RUS-UKR-TRANSL-OFFICIAL-33-109,Siechin Ihor Ivanovych,Igor Ivanovich SECHIN,2,Ihor Ihorovych SEMENCHEV,0.9432,16692,"The search phrase 'Siechin Ihor Ivanovych' corresponds to candidate 16692 ('Igor Ivanovich SECHIN') via standard Ukrainian/Russian transliteration and name-order variations (last name: Siechin/Sechin, first name: Ihor/Igor, patronymic: Ivanovych/Ivanovich)."
3.7-flash/low r3,rank1_override,rus_ukr,3-3,S-RUS-UKR-TRANSL-OFFICIAL-33-116,Shoihu Serhii Kuzhuhetovych,Sergei Kuzhugetovich SHOIGU,13,Serhiy MELNYCHUK,0.9209,35173,The search phrase 'Shoihu Serhii Kuzhuhetovych' is the Ukrainian transliteration variant of 'Sergei Kuzhugetovich SHOIGU' (ID 35173).
3.7-flash/low r3,rank1_override,rus_ukr,3-3,S-RUS-UKR-TRANSL-OFFICIAL-33-119,Sikorskyi Artem Ihorovych,Artsiom Igaravich SIKORSKI,2,Artem Aleksandrovich VERHOV,0.9423,32751,"The search phrase 'Sikorskyi Artem Ihorovych' corresponds to candidate 32751, 'Artsiom Igaravich SIKORSKI', representing standard transliteration and name-order variations of the same name."
